condition,id,baseline_car1,update_car1
Sign Bottom,12654,140941,181239
Sign Top,12655,30425,60020
Sign Bottom,12656,34158,61261
Sign Bottom,12657,178000,209522
Sign Bottom,12658,126052,137001
Sign Bottom,12659,90700,135711
Sign Top,12660,171419,187357
Sign Top,12661,49769,88808
Sign Top,12662,60000,94112
Sign Bottom,12663,53026,61286
Sign Bottom,12664,17173,22384
Sign Bottom,12665,53381,60444
Sign Bottom,12666,573,12464
Sign Top,12667,27500,52861
Sign Bottom,12668,59535,92557
Sign Bottom,12669,51864,86947
Sign Top,12670,65500,103645
Sign Bottom,12671,52981,83085
Sign Bottom,12672,19762,56381
Sign Top,12673,69510,106110
Sign Top,12674,44300,70907
Sign Bottom,12675,76772,107841
Sign Top,12676,161945,169625
Sign Bottom,12677,37598,52682
Sign Top,12678,8700,35028
Sign Bottom,12679,33699,36082
Sign Top,12680,47900,68294
Sign Top,12681,18869,25740
Sign Top,12682,119000,157732
Sign Top,12683,40000,68593
Sign Bottom,12684,16655,17545
Sign Top,12685,28267,52071
Sign Top,12686,148850,176796
Sign Top,12687,120000,131104
Sign Top,12688,20,5060
Sign Top,12689,70670,92722
Sign Top,12690,33088,40901
Sign Bottom,12691,52312,63947
Sign Top,12692,21000,37740
Sign Top,12693,167752,172700
Sign Top,12694,18031,44792
Sign Top,12695,43794,57244
Sign Bottom,12696,7684,21237
Sign Bottom,12697,62698,92525
Sign Bottom,12698,32589,53257
Sign Top,12699,26,27123
Sign Bottom,12700,80774,87562
Sign Bottom,12701,44398,66602
Sign Top,12702,36256,76730
Sign Top,12703,74125,95067
Sign Bottom,12704,23202,34716
Sign Top,12705,97490,129454
Sign Top,12706,231,5157
Sign Bottom,12707,19092,61408
Sign Top,12708,62378,74843
Sign Top,12709,122455,167560
Sign Bottom,12710,42349,74285
Sign Bottom,12711,11734,17284
Sign Top,12712,130092,144470
Sign Top,12713,585,23452
Sign Bottom,12714,12758,58833
Sign Top,12715,100,40483
Sign Bottom,12716,163773,176405
Sign Bottom,12717,65763,113049
Sign Bottom,12718,147185,182808
Sign Bottom,12719,65115,95960
Sign Top,12720,80000,120168
Sign Bottom,12721,95954,111490
Sign Top,12722,84000,114710
Sign Bottom,12723,97973,106169
Sign Bottom,12724,50689,91083
Sign Bottom,12725,182689,187071
Sign Top,12726,44563,75615
Sign Top,12727,65551,97201
Sign Top,12728,45885,76673
Sign Bottom,12729,117858,126244
Sign Top,12730,580,17963
Sign Top,12731,122038,154830
Sign Bottom,12732,110724,111225
Sign Bottom,12733,13971,44395
Sign Bottom,12734,58957,67867
Sign Top,12735,80858,91172
Sign Top,12736,53000,99640
Sign Bottom,12737,47807,51543
Sign Top,12738,66058,101583
Sign Top,12739,53694,78405
Sign Bottom,12740,92976,131864
Sign Top,12741,176996,215733
Sign Bottom,12742,82720,96624
Sign Top,12743,54202,91975
Sign Bottom,12744,20398,56796
Sign Top,12745,35390,45876
Sign Bottom,12746,160272,174233
Sign Top,12747,102670,109982
Sign Top,12748,104,7578
Sign Bottom,12749,127540,174277
Sign Bottom,12750,84687,102786
Sign Bottom,12751,23224,58886
Sign Bottom,12752,40651,70305
Sign Top,12753,22000,58881
Sign Bottom,12754,10,4751
Sign Top,12755,229386,251981
Sign Top,12756,59428,103070
Sign Bottom,12757,130929,171244
Sign Top,12758,47000,66185
Sign Bottom,12759,36387,44513
Sign Top,12760,12000,42473
Sign Top,12761,141362,172071
Sign Bottom,12762,77317,92120
Sign Top,12763,46395,91253
Sign Top,12764,85212,126557
Sign Bottom,12765,60000,64526
Sign Top,12766,83151,90360
Sign Bottom,12767,77390,105846
Sign Bottom,12768,82200,128293
Sign Bottom,12769,62324,91512
Sign Top,12770,65879,88385
Sign Bottom,12771,140164,163362
Sign Bottom,12772,17654,63714
Sign Bottom,12773,173120,206313
Sign Bottom,12774,3921,28109
Sign Bottom,12775,36921,66667
Sign Top,12776,35885,69114
Sign Bottom,12777,1313,32193
Sign Bottom,12778,37788,51013
Sign Top,12779,28000,74765
Sign Top,12780,96814,114575
Sign Bottom,12781,55800,91410
Sign Top,12782,95500,111935
Sign Top,12783,4168,9259
Sign Bottom,12784,225952,251102
Sign Top,12785,304448,321165
Sign Top,12786,41915,87680
Sign Bottom,12787,9948,38024
Sign Top,12788,66090,103859
Sign Top,12789,130791,138638
Sign Top,12790,80000,102525
Sign Bottom,12791,1962,44952
Sign Top,12792,185,38746
Sign Top,12793,133000,144076
Sign Top,12794,41000,43146
Sign Top,12795,25213,49280
Sign Top,12796,112720,151680
Sign Top,12797,35031,54443
Sign Top,12798,28766,49051
Sign Bottom,12799,92473,97293
Sign Bottom,12800,32003,52856
Sign Bottom,12801,75893,81977
Sign Bottom,12802,108168,112701
Sign Top,12803,70000,85493
Sign Bottom,12804,31271,66400
Sign Bottom,12805,6089,52884
Sign Top,12806,46582,79652
Sign Top,12807,40098,48939
Sign Top,12808,512,50109
Sign Bottom,12809,28052,68784
Sign Bottom,12810,86813,100937
Sign Bottom,12811,94970,124117
Sign Bottom,12812,32762,69437
Sign Top,12813,30261,53302
Sign Bottom,12814,185848,197856
Sign Bottom,12815,71258,71861
Sign Bottom,12816,158035,203414
Sign Top,12817,180564,226333
Sign Bottom,12818,38835,88264
Sign Top,12819,68726,93487
Sign Top,12820,125,3250
Sign Bottom,12821,5978,42701
Sign Bottom,12822,93286,140221
Sign Top,12823,98,19387
Sign Top,12824,34521,58482
Sign Top,12825,19107,37670
Sign Top,12826,53720,84876
Sign Bottom,12827,39409,53267
Sign Bottom,12828,74324,76149
Sign Top,12829,0,26294
Sign Top,12830,84000,104470
Sign Top,12831,132104,140781
Sign Top,12832,88512,124131
Sign Top,12833,99949,135995
Sign Bottom,12834,87647,115890
Sign Bottom,12835,58125,68269
Sign Top,12836,830,5145
Sign Bottom,12837,229946,273711
Sign Top,12838,76000,99320
Sign Bottom,12839,79911,128851
Sign Top,12840,89201,127256
Sign Top,12841,203917,233573
Sign Bottom,12842,33794,77136
Sign Bottom,12843,603001,646423
Sign Bottom,12844,85494,108959
Sign Bottom,12845,365387,404475
Sign Bottom,12846,172116,198083
Sign Top,12847,1206,2013
Sign Bottom,12848,94967,120585
Sign Bottom,12849,153877,167146
Sign Bottom,12850,208419,239369
Sign Top,12851,56675,88967
Sign Top,12852,76650,106504
Sign Top,12853,5576,28726
Sign Top,12854,15000,41146
Sign Bottom,12855,35425,84336
Sign Bottom,12856,33080,41514
Sign Top,12857,14279,31289
Sign Top,12858,47468,63522
Sign Bottom,12859,30739,36946
Sign Bottom,12860,7989,9629
Sign Top,12861,23541,35051
Sign Top,12862,20051,45151
Sign Bottom,12863,164065,208194
Sign Bottom,12864,36298,42815
Sign Top,12865,214423,237353
Sign Top,12866,111011,128490
Sign Top,12867,12395,50031
Sign Bottom,12868,113703,151379
Sign Bottom,12869,16000,32955
Sign Bottom,12870,66086,76248
Sign Top,12871,70336,114702
Sign Top,12872,58368,75474
Sign Bottom,12873,51630,65112
Sign Top,12874,20493,27766
Sign Bottom,12875,11099,43792
Sign Bottom,12876,49578,90904
Sign Bottom,12877,96932,126328
Sign Top,12878,91723,110695
Sign Top,12879,0,29554
Sign Bottom,12880,35352,53779
Sign Bottom,12881,93503,101879
Sign Bottom,12882,40657,76743
Sign Top,12883,31361,72451
Sign Bottom,12884,67557,72571
Sign Top,12885,32762,81952
Sign Top,12886,118,13461
Sign Bottom,12887,67766,97078
Sign Bottom,12888,79914,113536
Sign Bottom,12889,57260,87621
Sign Top,12890,171500,219896
Sign Bottom,12891,79470,102991
Sign Bottom,12892,80871,118259
Sign Bottom,12893,31150,44765
Sign Bottom,12894,50350,65651
Sign Top,12895,36310,70056
Sign Top,12896,107987,151292
Sign Top,12897,145868,156787
Sign Top,12898,113474,149352
Sign Top,12899,70360,84729
Sign Bottom,12900,122688,163590
Sign Bottom,12901,72830,77261
Sign Bottom,12902,47355,80482
Sign Bottom,12903,54000,92015
Sign Top,12904,15250,19073
Sign Bottom,12905,28783,58062
Sign Top,12906,49300,58850
Sign Bottom,12907,150810,166599
Sign Bottom,12908,50610,65064
Sign Top,12909,63009,99653
Sign Bottom,12910,77765,102112
Sign Top,12911,56386,72108
Sign Top,12912,70458,96782
Sign Bottom,12913,158410,182768
Sign Bottom,12914,43212,47627
Sign Top,12915,36567,70449
Sign Bottom,12916,103662,147284
Sign Top,12917,85625,99118
Sign Top,12918,76606,106387
Sign Top,12919,28419,45656
Sign Top,12920,19237,59171
Sign Top,12921,6359,46443
Sign Bottom,12922,33927,70540
Sign Bottom,12923,52626,97761
Sign Top,12924,136,22757
Sign Top,12925,10506,57706
Sign Bottom,12926,69274,75912
Sign Bottom,12927,65669,80512
Sign Bottom,12928,214666,242761
Sign Bottom,12929,52229,60072
Sign Bottom,12930,226549,254088
Sign Top,12931,974,34158
Sign Bottom,12932,40158,73121
Sign Bottom,12933,72681,115089
Sign Bottom,12934,24736,38122
Sign Top,12935,23650,53354
Sign Top,12936,94490,123547
Sign Top,12937,76447,106540
Sign Top,12938,983155,1010893
Sign Bottom,12939,97980,145559
Sign Top,12940,84800,94689
Sign Bottom,12941,38580,87138
Sign Top,12942,27609,74107
Sign Top,12943,56264,85529
Sign Top,12944,5638,45112
Sign Top,12945,88000,105237
Sign Bottom,12946,40000,72937
Sign Top,12947,63397,81537
Sign Top,12948,31961,32834
Sign Bottom,12949,53376,58087
Sign Top,12950,35000,66388
Sign Bottom,12951,74822,91853
Sign Top,12952,30977,37997
Sign Bottom,12953,3067,22318
Sign Bottom,12954,38378,63126
Sign Bottom,12955,56956,78542
Sign Bottom,12956,73085,84422
Sign Bottom,12957,65701,108681
Sign Top,12958,116042,123738
Sign Top,12959,48687,76619
Sign Top,12960,137001,160671
Sign Bottom,12961,59214,83033
Sign Top,12962,173100,213657
Sign Bottom,12963,156319,160454
Sign Top,12964,78000,117828
Sign Bottom,12965,14493,20083
Sign Top,12966,96662,145495
Sign Top,12967,13600,15342
Sign Top,12968,168,34966
Sign Bottom,12969,54799,63597
Sign Bottom,12970,54285,90628
Sign Top,12971,37397,81070
Sign Top,12972,343,45039
Sign Bottom,12973,77936,82515
Sign Top,12974,30684,76815
Sign Top,12975,70574,74002
Sign Top,12976,519,49244
Sign Top,12977,659,18522
Sign Top,12978,130000,168989
Sign Bottom,12979,8390,20583
Sign Top,12980,9359,35268
Sign Bottom,12981,80790,126710
Sign Bottom,12982,43246,60790
Sign Top,12983,89962,111623
Sign Top,12984,26844,42636
Sign Bottom,12985,135600,168296
Sign Bottom,12986,73500,89648
Sign Bottom,12987,52375,75989
Sign Bottom,12988,13890,52374
Sign Bottom,12989,173909,182903
Sign Top,12990,47110,51757
Sign Bottom,12991,97000,142079
Sign Bottom,12992,71917,96223
Sign Bottom,12993,197695,205678
Sign Bottom,12994,29655,66952
Sign Top,12995,29155,60942
Sign Bottom,12996,122296,140673
Sign Top,12997,185937,194377
Sign Top,12998,116423,139895
Sign Top,12999,20269,51838
Sign Top,13000,771,15954
Sign Bottom,13001,32960,71037
Sign Bottom,13002,69693,114906
Sign Bottom,13003,37500,49396
Sign Top,13004,189243,235627
Sign Top,13005,4500,20016
Sign Bottom,13006,111000,111963
Sign Bottom,13007,51373,65779
Sign Top,13008,126000,138299
Sign Top,13009,400,41745
Sign Bottom,13010,52180,62037
Sign Top,13011,130,14012
Sign Bottom,13012,26618,41027
Sign Bottom,13013,59585,73657
Sign Top,13014,35177,74025
Sign Top,13015,36914,75142
Sign Bottom,13016,66522,91733
Sign Top,13017,119966,131438
Sign Bottom,13018,22561,40317
Sign Bottom,13019,41332,59705
Sign Top,13020,78597,123460
Sign Bottom,13021,185000,203420
Sign Bottom,13022,79020,117343
Sign Top,13023,115619,140564
Sign Top,13024,36402,40705
Sign Bottom,13025,47226,65952
Sign Bottom,13026,130000,133297
Sign Top,13027,48007,92016
Sign Bottom,13028,129280,133277
Sign Top,13029,40800,88065
Sign Top,13030,28500,49240
Sign Bottom,13031,52956,71728
Sign Top,13032,25600,54404
Sign Top,13033,28750,77142
Sign Top,13034,1245,10395
Sign Top,13035,19761,50874
Sign Top,13036,623,47587
Sign Top,13037,10,25270
Sign Top,13038,106481,128780
Sign Top,13039,34884,69489
Sign Bottom,13040,66503,95867
Sign Bottom,13041,66412,103022
Sign Bottom,13042,116847,131808
Sign Top,13043,90000,94919
Sign Bottom,13044,168000,207203
Sign Top,13045,160000,194243
Sign Top,13046,91000,136600
Sign Bottom,13047,161385,178300
Sign Top,13048,121000,163381
Sign Bottom,13049,32272,42879
Sign Bottom,13050,76016,80348
Sign Bottom,13051,67409,90358
Sign Top,13052,78472,111126
Sign Top,13053,53000,72931
Sign Top,13054,2283,19310
Sign Top,13055,91000,129404
Sign Bottom,13056,104094,113334
Sign Bottom,13057,116684,130509
Sign Top,13058,87945,126271
Sign Bottom,13059,29181,44957
Sign Top,13060,102423,121341
Sign Bottom,13061,45850,50396
Sign Bottom,13062,89315,131427
Sign Bottom,13063,94960,122312
Sign Top,13064,0,30764
Sign Top,13065,72800,86555
Sign Bottom,13066,112168,130050
Sign Top,13067,391,3664
Sign Top,13068,57057,102918
Sign Bottom,13069,139244,148151
Sign Top,13070,19768,27691
Sign Top,13071,44945,67347
Sign Bottom,13072,90839,110873
Sign Bottom,13073,70695,106464
Sign Top,13074,79706,121851
Sign Top,13075,77664,93100
Sign Bottom,13076,35507,45399
Sign Top,13077,6,24011
Sign Top,13078,5000,9499
Sign Top,13079,27076,48975
Sign Bottom,13080,52003,91427
Sign Top,13081,38132,70627
Sign Bottom,13082,85581,113465
Sign Bottom,13083,25439,46125
Sign Top,13084,74296,83655
Sign Bottom,13085,22626,43279
Sign Bottom,13086,52680,57436
Sign Top,13087,102000,135416
Sign Top,13088,106217,133258
Sign Top,13089,45222,73047
Sign Bottom,13090,153165,202415
Sign Top,13091,514,30060
Sign Bottom,13092,3214,30365
Sign Top,13093,114300,147896
Sign Bottom,13094,126928,139404
Sign Top,13095,52000,79644
Sign Top,13096,55400,97944
Sign Top,13097,361,13655
Sign Top,13098,730,8169
Sign Bottom,13099,63865,93020
Sign Bottom,13100,30611,69631
Sign Bottom,13101,148129,188854
Sign Bottom,13102,34063,34496
Sign Top,13103,7464,29017
Sign Bottom,13104,33134,41602
Sign Bottom,13105,63305,97815
Sign Top,13106,51000,51980
Sign Bottom,13107,40832,69479
Sign Bottom,13108,25534,74536
Sign Top,13109,28864,40619
Sign Top,13110,0,34340
Sign Top,13111,15024,53141
Sign Bottom,13112,192315,240134
Sign Bottom,13113,187081,187517
Sign Bottom,13114,43017,75242
Sign Top,13115,76759,121761
Sign Bottom,13116,29491,42681
Sign Bottom,13117,66936,100091
Sign Top,13118,15,3725
Sign Bottom,13119,16312,37062
Sign Top,13120,92562,99465
Sign Bottom,13121,97724,117182
Sign Bottom,13122,64504,82194
Sign Bottom,13123,98173,104347
Sign Bottom,13124,170531,197470
Sign Bottom,13125,65024,107272
Sign Bottom,13126,93953,97319
Sign Top,13127,200000,211078
Sign Top,13128,36000,45949
Sign Bottom,13129,43300,76549
Sign Top,13130,22159,32382
Sign Top,13131,1633,37308
Sign Top,13132,10966,46108
Sign Bottom,13133,65630,78743
Sign Top,13134,173370,219625
Sign Top,13135,61081,101950
Sign Bottom,13136,9879,10973
Sign Bottom,13137,52451,80401
Sign Top,13138,50580,77004
Sign Bottom,13139,130927,177057
Sign Top,13140,93652,138499
Sign Bottom,13141,47603,54319
Sign Bottom,13142,54151,98337
Sign Bottom,13143,105675,121281
Sign Bottom,13144,56033,100418
Sign Bottom,13145,66420,88751
Sign Top,13146,982573,996582
Sign Bottom,13147,63717,83258
Sign Top,13148,128494,131924
Sign Top,13149,54475,65651
Sign Bottom,13150,57868,84253
Sign Bottom,13151,60001,68693
Sign Bottom,13152,56819,77098
Sign Bottom,13153,102334,118934
Sign Bottom,13154,128343,165643
Sign Top,13155,78598,82788
Sign Top,13156,24,45201
Sign Bottom,13157,57242,97621
Sign Top,13158,58265,81076
Sign Bottom,13159,121105,141012
Sign Bottom,13160,182837,216938
Sign Bottom,13161,44768,71906
Sign Bottom,13162,53347,78510
Sign Bottom,13163,111523,117701
Sign Top,13164,10778,25401
Sign Top,13165,31466,50132
Sign Bottom,13166,107052,128804
Sign Bottom,13167,16864,64843
Sign Top,13168,62012,105174
Sign Top,13169,67707,87133
Sign Bottom,13170,61872,66169
Sign Top,13171,42072,51720
Sign Top,13172,21506,61030
Sign Bottom,13173,49054,69077
Sign Top,13174,98569,108858
Sign Bottom,13175,143580,178537
Sign Bottom,13176,49846,73409
Sign Bottom,13177,111438,119623
Sign Top,13178,14909,18980
Sign Top,13179,110000,138834
Sign Top,13180,71031,106670
Sign Bottom,13181,41642,61172
Sign Bottom,13182,145000,178176
Sign Bottom,13183,50269,96867
Sign Bottom,13184,53119,74046
Sign Top,13185,51088,59366
Sign Top,13186,6691,36248
Sign Bottom,13187,137792,145398
Sign Top,13188,54000,59890
Sign Top,13189,43077,77665
Sign Top,13190,66400,70679
Sign Bottom,13191,23184,30953
Sign Bottom,13192,33256,40484
Sign Top,13193,13386,17492
Sign Bottom,13194,33693,46998
Sign Top,13195,21523,45449
Sign Bottom,13196,149773,182901
Sign Bottom,13197,107779,140755
Sign Bottom,13198,53783,64517
Sign Bottom,13199,59069,101902
Sign Bottom,13200,16243,20966
Sign Top,13201,84519,127356
Sign Top,13202,35727,83438
Sign Bottom,13203,69972,77759
Sign Bottom,13204,36108,85778
Sign Top,13205,68350,103161
Sign Bottom,13206,56858,71382
Sign Top,13207,4300,12275
Sign Top,13208,37494,59444
Sign Top,13209,232,42578
Sign Bottom,13210,28234,32522
Sign Top,13211,801,47393
Sign Top,13212,28261,68602
Sign Bottom,13213,12160,32961
Sign Top,13214,1188,37202
Sign Top,13215,130000,142031
Sign Bottom,13216,126045,155141
Sign Bottom,13217,66106,111602
Sign Top,13218,10188,47343
Sign Top,13219,96263,120365
Sign Bottom,13220,138372,162378
Sign Bottom,13221,47856,48575
Sign Top,13222,239,9625
Sign Top,13223,120000,157158
Sign Bottom,13224,4304,35119
Sign Bottom,13225,24474,70299
Sign Bottom,13226,56944,98463
Sign Top,13227,520,48977
Sign Top,13228,1947,14094
Sign Bottom,13229,54495,66282
Sign Bottom,13230,120551,165848
Sign Bottom,13231,54700,88306
Sign Top,13232,85000,120619
Sign Top,13233,73932,104994
Sign Bottom,13234,98443,115343
Sign Top,13235,89736,134937
Sign Bottom,13236,31749,49103
Sign Top,13237,100839,130720
Sign Top,13238,21491,70370
Sign Top,13239,32000,68845
Sign Top,13240,106451,121348
Sign Top,13241,142546,151003
Sign Bottom,13242,6547,39090
Sign Bottom,13243,68033,101083
Sign Bottom,13244,78445,119060
Sign Top,13245,27158,39689
Sign Top,13246,19978,56664
Sign Top,13247,15136,54806
Sign Bottom,13248,18007,66362
Sign Bottom,13249,65125,94602
Sign Top,13250,140000,147475
Sign Bottom,13251,38825,57517
Sign Bottom,13252,7234,46895
Sign Bottom,13253,182646,191095
Sign Bottom,13254,104031,116736
Sign Bottom,13255,79145,116842
Sign Bottom,13256,98891,116349
Sign Top,13257,285556,324698
Sign Bottom,13258,52594,59727
Sign Bottom,13259,3495,36595
Sign Top,13260,101107,148418
Sign Top,13261,195272,221425
Sign Bottom,13262,55089,96651
Sign Bottom,13263,81024,82824
Sign Bottom,13264,37916,61545
Sign Bottom,13265,77,26514
Sign Top,13266,11000,54199
Sign Bottom,13267,12322,31372
Sign Top,13268,51938,60088
Sign Top,13269,52225,72998
Sign Top,13270,831,50100
Sign Top,13271,44000,51518
Sign Bottom,13272,168290,176048
Sign Top,13273,141477,167244
Sign Bottom,13274,92169,112610
Sign Top,13275,49705,78587
Sign Bottom,13276,10831,33494
Sign Bottom,13277,19647,55962
Sign Bottom,13278,184078,228399
Sign Top,13279,5470,24575
Sign Top,13280,42409,54025
Sign Bottom,13281,61550,85013
Sign Bottom,13282,197356,210181
